Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
GS Yuasa EC 70B24R (52L 500A 238x128x227) ECO.R (EC);7 740 руб.;7 240 руб.при обмене;≈мкость50ѕусковой ток500ѕол€рностьѕр€ма€“ипоразмер238x128x227√аранти€ производител€24 мес.;https://akb.ru//product/39362-GS_Yuasa_EC_70B24R_(52L_500A_238x128x227)_ECOR_(EC).html
GS Yuasa GST 80D26L (68R 580A 260x173x227) GranCruise Standard (штатные);7 900 руб.;7 100 руб.при обмене;≈мкость68ѕусковой ток580ѕол€рностьќбратна€“ипоразмер260x173x227√аранти€ производител€24 мес.;https://akb.ru//product/462-GS_Yuasa_GST_80D26L_(68R_580A_260x173x227)_GranCruise_Standard_(shtatnye).html
GS Yuasa GST 80D26R (68L 580A 260x173x227) GranCruise Standard (штатные);7 900 руб.;7 100 руб.при обмене;≈мкость68ѕусковой ток580ѕол€рностьѕр€ма€“ипоразмер260x173x227√аранти€ производител€24 мес.;https://akb.ru//product/562-GS_Yuasa_GST_80D26R_(68L_580A_260x173x227)_GranCruise_Standard_(shtatnye).html
GS Yuasa GHC-80D23L (65R 550A 230x173x225) GranCruise High Class;7 900 руб.;7 200 руб.при обмене;≈мкость65ѕусковой ток550ѕол€рностьќбратна€“ипоразмер230x173x225√аранти€ производител€24 мес.;https://akb.ru//product/1324-GS_Yuasa_GHC-80D23L_(65R_550A_230x173x225)_GranCruise_High_Class.html
GS Yuasa EC-90D23L (70R 600A 230x171x221) ECO.R;7 900 руб.;7 100 руб.при обмене;≈мкость70ѕусковой ток600ѕол€рностьќбратна€“ипоразмер230x171x221√аранти€ производител€24 мес.;https://akb.ru//product/91370-GS_Yuasa_EC-90D23L_(70R_600A_230x171x221)_ECOR.html
GS Yuasa ECT-80D23L (65R 550A 230x171x221) ECO.R;8 200 руб.;7 500 руб.при обмене;≈мкость65ѕусковой ток550ѕол€рностьќбратна€“ипоразмер230x171x221√аранти€ производител€24 мес.;https://akb.ru//product/139-GS_Yuasa_ECT-80D23L_(65R_550A_230x171x221)_ECOR.html
GS Yuasa GHC-85D26L (68R 615A 260x173x227) GranCruise High Class;8 400 руб.;7 600 руб.при обмене;≈мкость68ѕусковой ток615ѕол€рностьќбратна€“ипоразмер260x173x227√аранти€ производител€24 мес.;https://akb.ru//product/1024-GS_Yuasa_GHC-85D26L_(68R_615A_260x173x227)_GranCruise_High_Class.html
GS Yuasa GHC-85D26R (68L 615A 260x173x227) GranCruise High Class;8 400 руб.;7 600 руб.при обмене;≈мкость68ѕусковой ток615ѕол€рностьѕр€ма€“ипоразмер260x173x227√аранти€ производител€24 мес.;https://akb.ru//product/1025-GS_Yuasa_GHC-85D26R_(68L_615A_260x173x227)_GranCruise_High_Class.html
GS Yuasa EC-85D26L (68R 615A 260x173x225) ECO.R;8 700 руб.;7 900 руб.при обмене;≈мкость68ѕусковой ток615ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€24 мес.;https://akb.ru//product/140-GS_Yuasa_EC-85D26L_(68R_615A_260x173x225)_ECOR.html
GS Yuasa ECT-85D26R (68L 615A 260x173x225) ECO.R;8 700 руб.;7 900 руб.при обмене;≈мкость68ѕусковой ток615ѕол€рностьѕр€ма€“ипоразмер260x173x225√аранти€ производител€24 мес.;https://akb.ru//product/141-GS_Yuasa_ECT-85D26R_(68L_615A_260x173x225)_ECOR.html
GS YUASA AGM EHJ-S46B24R (46L 310A 238x128x227) ECO.R HV Start-Stop;8 900 руб.;8 400 руб.при обмене;≈мкость46ѕусковой ток310ѕол€рностьѕр€ма€“ипоразмер238x128x227√аранти€ производител€24 мес.;https://akb.ru//product/1352-GS_YUASA_AGM_EHJ-S46B24R_(46L_310A_238x128x227)_ECOR_HV_Start-Stop.html
GS Yuasa GST 105D31L (80R 710A 305x173x227) GranCruise Standard (штатные);9 200 руб.;8 300 руб.при обмене;≈мкость80ѕусковой ток710ѕол€рностьќбратна€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/463-GS_Yuasa_GST_105D31L_(80R_710A_305x173x227)_GranCruise_Standard_(shtatnye).html
GS Yuasa GST 105D31R (80L 710A 305x173x227) GranCruise Standard (штатные);9 200 руб.;8 300 руб.при обмене;≈мкость80ѕусковой ток710ѕол€рностьѕр€ма€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/464-GS_Yuasa_GST_105D31R_(80L_710A_305x173x227)_GranCruise_Standard_(shtatnye).html
GS Yuasa EU 574-068 (L3) - 74 јч 680A обратна€ пол. (278x175x190);9 800 руб.;9 000 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€24 мес.;https://akb.ru//product/64735-GS_Yuasa_EU_574-068_(L3)_-_74_Ach_680A_obratnaya_pol_(278x175x190).html
GS YUASA HJ-D26L 100D26L 82R 745A (260x173x227);10 000 руб.;9 100 руб.при обмене;≈мкость82ѕусковой ток745ѕол€рностьќбратна€“ипоразмер260x173x227√аранти€ производител€30 мес.;https://akb.ru//product/1542-GS_YUASA_HJ-D26L_100D26L_82R_745A_(260x173x227).html
GS YUASA HJ-D26R 100D26R 82L 745A (260x173x227);10 000 руб.;9 100 руб.при обмене;≈мкость82ѕусковой ток745ѕол€рностьѕр€ма€“ипоразмер260x173x227√аранти€ производител€30 мес.;https://akb.ru//product/1543-GS_YUASA_HJ-D26R_100D26R_82L_745A_(260x173x227).html
GS Yuasa EC-115D31L (90R 800A 305x173x227);11 500 руб.;10 500 руб.при обмене;≈мкость90ѕусковой ток800ѕол€рностьќбратна€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/2074-GS_Yuasa_EC-115D31L_(90R_800A_305x173x227).html
GS Yuasa EC-115D31R (90L 800A 305x173x227);11 500 руб.;10 500 руб.при обмене;≈мкость90ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/2082-GS_Yuasa_EC-115D31R_(90L_800A_305x173x227).html
GS Yuasa ER-110D26L S-95 (80R 760A 260x173x227) ECO.R Revolution Star-Stop;11 900 руб.;11 000 руб.при обмене;≈мкость80ѕусковой ток760ѕол€рностьќбратна€“ипоразмер260x173x227√аранти€ производител€24 мес.;https://akb.ru//product/465-GS_Yuasa_ER-110D26L_S-95_(80R_760A_260x173x227)_ECOR_Revolution_Star-Stop.html
GS Yuasa EU 600-080 (L5) - 100 јч 800A обратна€ пол. (353x175x190);11 900 руб.;10 900 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€24 мес.;https://akb.ru//product/65235-GS_Yuasa_EU_600-080_(L5)_-_100_Ach_800A_obratnaya_pol_(353x175x190).html
GS YUASA HJ-D31R 120D31R 95L 865A (305x173x227);12 200 руб.;11 200 руб.при обмене;≈мкость95ѕусковой ток865ѕол€рностьѕр€ма€“ипоразмер305x173x227√аранти€ производител€30 мес.;https://akb.ru//product/1544-GS_YUASA_HJ-D31R_120D31R_95L_865A_(305x173x227).html
GS YUASA HJ-D31L 120D31L 95R 865A (305x173x227);12 200 руб.;11 200 руб.при обмене;≈мкость95ѕусковой ток865ѕол€рностьќбратна€“ипоразмер305x173x227√аранти€ производител€30 мес.;https://akb.ru//product/1783-GS_YUASA_HJ-D31L_120D31L_95R_865A_(305x173x227).html
GS Yuasa ER-130D31L (90R 810A 305x173x227) ECO.R Revolution (EFB Start-Stop) T-115;14 900 руб.;13 900 руб.при обмене;≈мкость90ѕусковой ток810ѕол€рностьќбратна€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/460-GS_Yuasa_ER-130D31L_(90R_810A_305x173x227)_ECOR_Revolution_(EFB_Start-Stop)_T-115.html
GS Yuasa ER-130D31R (90L 810A 305x173x227) ECO.R Revolution (EFB Start-Stop) T-115R;14 900 руб.;13 900 руб.при обмене;≈мкость90ѕусковой ток810ѕол€рностьѕр€ма€“ипоразмер305x173x227√аранти€ производител€24 мес.;https://akb.ru//product/989-GS_Yuasa_ER-130D31R_(90L_810A_305x173x227)_ECOR_Revolution_(EFB_Start-Stop)_T-115R.html
