Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
Alphaline Standard 56031 12V 60Ah 480A (242x1175x190) L2 пр;4 900 руб.;4 200 руб.при обмене;≈мкость60ѕусковой ток480ѕол€рностьѕр€ма€“ипоразмер242x175x190√аранти€ производител€36 мес.;https://akb.ru//product/91642-Alphaline_Standard_56031_12V_60Ah_480A_(242x1175x190)_L2_pr.html
Alphaline Standard 56030 12V 60Ah 480A (242x1175x190) L2 обр.;4 900 руб.;4 200 руб.при обмене;≈мкость60ѕусковой ток480ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€36 мес.;https://akb.ru//product/91644-Alphaline_Standard_56030_12V_60Ah_480A_(242x1175x190)_L2_obr.html
Alphaline SD 50D20L 50R 450A 205x170x205;4 950 руб.;4 450 руб.при обмене;≈мкость50ѕусковой ток450ѕол€рностьќбратна€“ипоразмер205x170x205√аранти€ производител€36 мес.;https://akb.ru//product/1393-Alphaline_SD_50D20L_50R_450A_205x170x205.html
Alphaline SD 70B24LS 55R 500A 232x127x220;5 050 руб.;4 350 руб.при обмене;≈мкость55ѕусковой ток500ѕол€рностьќбратна€“ипоразмер232x127x220√аранти€ производител€36 мес.;https://akb.ru//product/2367-Alphaline_SD_70B24LS_55R_500A_232x127x220.html
Alphaline Ultra 75B24R 59L 550A 238x129x227;5 650 руб.;4 950 руб.при обмене;≈мкость59ѕусковой ток550ѕол€рностьѕр€ма€“ипоразмер238x129x227√аранти€ производител€36 мес.;https://akb.ru//product/17700-Alphaline_Ultra_75B24R_59L_550A_238x129x227.html
Alphaline Ultra 75B24L 59L 550A 238x129x227;5 650 руб.;4 950 руб.при обмене;≈мкость59ѕусковой ток550ѕол€рностьќбратна€“ипоразмер238x129x227√аранти€ производител€36 мес.;https://akb.ru//product/91724-Alphaline_Ultra_75B24L_59L_550A_238x129x227.html
Alphaline Ultra 75B24LS 59R 550A 238x129x227;5 800 руб.;5 100 руб.при обмене;≈мкость59ѕусковой ток550ѕол€рностьќбратна€“ипоразмер238x129x227√аранти€ производител€36 мес.;https://akb.ru//product/1394-Alphaline_Ultra_75B24LS_59R_550A_238x129x227.html
Alphaline SD 26-550 50L 550A 208x172x200;6 000 руб.;5 500 руб.при обмене;≈мкость50ѕусковой ток550ѕол€рностьѕр€ма€“ипоразмер208x172x200√аранти€ производител€36 мес.;https://akb.ru//product/1399-Alphaline_SD_26-550_50L_550A_208x172x200.html
Alphaline SD 26R-550 50R 550A 208x172x200;6 000 руб.;5 500 руб.при обмене;≈мкость50ѕусковой ток550ѕол€рностьќбратна€“ипоразмер208x172x200√аранти€ производител€36 мес.;https://akb.ru//product/1406-Alphaline_SD_26R-550_50R_550A_208x172x200.html
Alphaline Ultra 62R LB2 600A (242x175x175) 56200;6 050 руб.;5 350 руб.при обмене;≈мкость62ѕусковой ток600ѕол€рностьќбратна€“ипоразмер242x175x175√аранти€ производител€36 мес.;https://akb.ru//product/2440-Alphaline_Ultra_62R_LB2_600A_(242x175x175)_56200.html
Alphaline Standard 75D23L 65R 580A 232x172x220;6 150 руб.;5 450 руб.при обмене;≈мкость65ѕусковой ток580ѕол€рностьќбратна€“ипоразмер232x172x220√аранти€ производител€36 мес.;https://akb.ru//product/2363-Alphaline_Standard_75D23L_65R_580A_232x172x220.html
Alphaline Standard 75D23R 65R 580A 232x172x220;6 150 руб.;5 450 руб.при обмене;≈мкость65ѕусковой ток580ѕол€рностьѕр€ма€“ипоразмер232x172x220√аранти€ производител€36 мес.;https://akb.ru//product/91721-Alphaline_Standard_75D23R_65R_580A_232x172x220.html
Alphaline Standard 57113 12V 71Ah 640A (278x175x175) 71.0 L3B обр. низк;6 350 руб.;5 550 руб.при обмене;≈мкость71ѕусковой ток640ѕол€рностьќбратна€“ипоразмер278x175x175√аранти€ производител€36 мес.;https://akb.ru//product/91643-Alphaline_Standard_57113_12V_71Ah_640A_(278x175x175)_710_L3B_obr_nizk.html
Alphaline SD 85D23R 70L 620A 232x172x220;6 400 руб.;5 600 руб.при обмене;≈мкость70ѕусковой ток620ѕол€рностьѕр€ма€“ипоразмер232x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1395-Alphaline_SD_85D23R_70L_620A_232x172x220.html
Alphaline SD 85D23L 70R 620A 232x172x220;6 400 руб.;5 600 руб.при обмене;≈мкость70ѕусковой ток620ѕол€рностьќбратна€“ипоразмер232x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1396-Alphaline_SD_85D23L_70R_620A_232x172x220.html
Alphaline SD 85-550 (70R 550 230x172x204);6 500 руб.;5 700 руб.при обмене;≈мкость70ѕусковой ток550ѕол€рностьќбратна€“ипоразмер230x172x204√аранти€ производител€36 мес.;https://akb.ru//product/2288-Alphaline_SD_85-550_(70R_550_230x172x204).html
Alphaline Standard 80D26L 70R 600A 262x175x226;6 500 руб.;5 700 руб.при обмене;≈мкость70ѕусковой ток600ѕол€рностьќбратна€“ипоразмер262x175x226√аранти€ производител€24 мес.;https://akb.ru//product/2361-Alphaline_Standard_80D26L_70R_600A_262x175x226.html
Alphaline Standard 80D26R 70L 600A 262x175x226;6 500 руб.;5 700 руб.при обмене;≈мкость70ѕусковой ток600ѕол€рностьѕр€ма€“ипоразмер262x175x226√аранти€ производител€24 мес.;https://akb.ru//product/91267-Alphaline_Standard_80D26R_70L_600A_262x175x226.html
Alphaline EFB 70B24L 45R (460A 238x129x227) N55 Start-Stop;6 600 руб.;6 100 руб.при обмене;≈мкость45ѕусковой ток460ѕол€рностьќбратна€“ипоразмер238x129x227√аранти€ производител€36 мес.;https://akb.ru//product/1606-Alphaline_EFB_70B24L_45R_(460A_238x129x227)_N55_Start-Stop.html
Alphaline Ultra 68R L2 680A (242x175x190) 56800;6 600 руб.;5 800 руб.при обмене;≈мкость68ѕусковой ток680ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€36 мес.;https://akb.ru//product/19202-Alphaline_Ultra_68R_L2_680A_(242x175x190)_56800.html
Alphaline EFB 70B24L 45R (460A 238x129x227) N55 Start-Stop переходник;6 700 руб.;6 200 руб.при обмене;≈мкость45ѕусковой ток460ѕол€рностьќбратна€“ипоразмер238x129x227√аранти€ производител€36 мес.;https://akb.ru//product/62179-Alphaline_EFB_70B24L_45R_(460A_238x129x227)_N55_Start-Stop_perehodnik.html
Alphaline Standard 57412 12V 74Ah 680A (278x175x190) 74.0 L3 обр.;6 750 руб.;5 950 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€36 мес.;https://akb.ru//product/91646-Alphaline_Standard_57412_12V_74Ah_680A_(278x175x190)_740_L3_obr.html
Alphaline SD 95D26L 80R 700A 260x172x220;7 000 руб.;6 100 руб.при обмене;≈мкость80ѕусковой ток700ѕол€рностьќбратна€“ипоразмер260x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1397-Alphaline_SD_95D26L_80R_700A_260x172x220.html
Alphaline SD 95D26R 80L 700A 260x172x220;7 000 руб.;6 100 руб.при обмене;≈мкость80ѕусковой ток700ѕол€рностьѕр€ма€“ипоразмер260x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1402-Alphaline_SD_95D26R_80L_700A_260x172x220.html
Alphaline Ultra 95D23L 78R 750A 232x173x225;7 350 руб.;6 550 руб.при обмене;≈мкость78ѕусковой ток750ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€36 мес.;https://akb.ru//product/1539-Alphaline_Ultra_95D23L_78R_750A_232x173x225.html
Alphaline SD 75-650 80L 650A 232x175x180 боковые клеммы;7 400 руб.;6 500 руб.при обмене;≈мкость80ѕусковой ток650ѕол€рностьѕр€ма€“ипоразмер232x175x180√аранти€ производител€36 мес.;https://akb.ru//product/1388-Alphaline_SD_75-650_80L_650A_232x175x180_bokovye_klemmy.html
Alphaline Ultra 74R LB3 750A (278x175x175) 57400;7 500 руб.;6 700 руб.при обмене;≈мкость74ѕусковой ток750ѕол€рностьќбратна€“ипоразмер278x175x175√аранти€ производител€36 мес.;https://akb.ru//product/2441-Alphaline_Ultra_74R_LB3_750A_(278x175x175)_57400.html
Alphaline Ultra 115D26R 88L 800A 260x173x227;7 800 руб.;6 800 руб.при обмене;≈мкость88ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер260x173x227√аранти€ производител€36 мес.;https://akb.ru//product/24270-Alphaline_Ultra_115D26R_88L_800A_260x173x227.html
Alphaline Ultra 115D26L 88R 800A 260x173x227;7 800 руб.;6 800 руб.при обмене;≈мкость88ѕусковой ток800ѕол€рностьќбратна€“ипоразмер260x173x227√аранти€ производител€36 мес.;https://akb.ru//product/91262-Alphaline_Ultra_115D26L_88R_800A_260x173x227.html
Alphaline Standard 105D31R 90L 750A 302x172x220;7 900 руб.;6 900 руб.при обмене;≈мкость90ѕусковой ток750ѕол€рностьѕр€ма€“ипоразмер302x172x220√аранти€ производител€24 мес.;https://akb.ru//product/2360-Alphaline_Standard_105D31R_90L_750A_302x172x220.html
Alphaline Standard 105D31L 90R 750A 302x172x220;7 900 руб.;6 900 руб.при обмене;≈мкость90ѕусковой ток750ѕол€рностьќбратна€“ипоразмер302x172x220√аранти€ производител€36 мес.;https://akb.ru//product/2362-Alphaline_Standard_105D31L_90R_750A_302x172x220.html
Alphaline Ultra 78R L3 780A (278x175x190) 57800;8 150 руб.;7 350 руб.при обмене;≈мкость78ѕусковой ток780ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€36 мес.;https://akb.ru//product/19201-Alphaline_Ultra_78R_L3_780A_(278x175x190)_57800.html
Alphaline SD 78-750 85L 750A 260x175x185 боковые клеммы;8 350 руб.;7 450 руб.при обмене;≈мкость85ѕусковой ток750ѕол€рностьѕр€ма€“ипоразмер260x175x185√аранти€ производител€36 мес.;https://akb.ru//product/1391-Alphaline_SD_78-750_85L_750A_260x175x185_bokovye_klemmy.html
Alphaline Ultra 80SR 80R 800A 315x175x175;8 450 руб.;7 550 руб.при обмене;≈мкость80ѕусковой ток800ѕол€рностьќбратна€“ипоразмер315x175x175√аранти€ производител€36 мес.;https://akb.ru//product/1538-Alphaline_Ultra_80SR_80R_800A_315x175x175.html
Alphaline EFB 90D23L 65R (670A 230x168x220) Q85 Start-Stop;8 650 руб.;7 950 руб.при обмене;≈мкость65ѕусковой ток670ѕол€рностьќбратна€“ипоразмер230x168x220√аранти€ производител€36 мес.;https://akb.ru//product/1404-Alphaline_EFB_90D23L_65R_(670A_230x168x220)_Q85_Start-Stop.html
Alphaline SD 115D31L 100R 850A 302x172x220;8 800 руб.;7 800 руб.при обмене;≈мкость100ѕусковой ток850ѕол€рностьќбратна€“ипоразмер302x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1403-Alphaline_SD_115D31L_100R_850A_302x172x220.html
Alphaline SD 115D31R 100L 850A 302x172x220;8 800 руб.;7 800 руб.при обмене;≈мкость100ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер302x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1407-Alphaline_SD_115D31R_100L_850A_302x172x220.html
Alphaline SD 125D33R 115L 900A 320x172x229;8 900 руб.;7 800 руб.при обмене;≈мкость115ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер320x172x229√аранти€ производител€36 мес.;https://akb.ru//product/23770-Alphaline_SD_125D33R_115L_900A_320x172x229.html
Alphaline SD 125D33L 115R 900A 320x172x229;8 900 руб.;7 800 руб.при обмене;≈мкость115ѕусковой ток900ѕол€рностьќбратна€“ипоразмер320x172x229√аранти€ производител€36 мес.;https://akb.ru//product/24271-Alphaline_SD_125D33L_115R_900A_320x172x229.html
Alphaline Ultra 90R 900A (315x175x190) 59000;9 350 руб.;8 350 руб.при обмене;≈мкость90ѕусковой ток900ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€36 мес.;https://akb.ru//product/91265-Alphaline_Ultra_90R_900A_(315x175x190)_59000.html
Alphaline EFB SE 100D26L 68R (730A 260x173x225) S95 Start-Stop;9 600 руб.;8 800 руб.при обмене;≈мкость68ѕусковой ток730ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€36 мес.;https://akb.ru//product/1405-Alphaline_EFB_SE_100D26L_68R_(730A_260x173x225)_S95_Start-Stop.html
Alphaline Ultra 135D31L 105R 900A 306x173x225;9 700 руб.;8 600 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€36 мес.;https://akb.ru//product/1534-Alphaline_Ultra_135D31L_105R_900A_306x173x225.html
Alphaline Ultra 135D31R 105L 900A 306x173x225;9 700 руб.;8 600 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€36 мес.;https://akb.ru//product/1535-Alphaline_Ultra_135D31R_105L_900A_306x173x225.html
Alphaline EFB 75R (730A 315x175x175) SE 57510 Start-Stop;9 850 руб.;9 050 руб.при обмене;≈мкость75ѕусковой ток730ѕол€рностьќбратна€“ипоразмер315x175x175√аранти€ производител€36 мес.;https://akb.ru//product/2289-Alphaline_EFB_75R_(730A_315x175x175)_SE_57510_Start-Stop.html
Alphaline Ultra 105R 950A (353x175x190) 60500;9 990 руб.;8 890 руб.при обмене;≈мкость105ѕусковой ток950ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€36 мес.;https://akb.ru//product/18200-Alphaline_Ultra_105R_950A_(353x175x190)_60500.html
Alphaline AGM D23L 50R 550A 232x172x220 Start-Stop;10 400 руб.;9 900 руб.при обмене;≈мкость50ѕусковой ток550ѕол€рностьќбратна€“ипоразмер232x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1398-Alphaline_AGM_D23L_50R_550A_232x172x220_Start-Stop.html
Alphaline SD 31-1000S пр€ма€ пол. 1000ј (330x173x240) клеммы под гайку;10 400 руб.;9 300 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рностьѕр€ма€“ипоразмер330x173x240√аранти€ производител€12 мес.;https://akb.ru//product/30362-Alphaline_SD_31-1000S_pryamaya_pol_1000A_(330x173x240)_klemmy_pod_gayku.html
Alphaline SD 31-1000 пр€ма€ пол. 1000ј (330x173x240) конус;10 400 руб.;9 300 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рностьѕр€ма€“ипоразмер330x173x240√аранти€ производител€12 мес.;https://akb.ru//product/30862-Alphaline_SD_31-1000_pryamaya_pol_1000A_(330x173x240)_konus.html
Alphaline SD 115D41L 110Ah 900A (402x172x220) обр;10 450 руб.;9 350 руб.при обмене;≈мкость110ѕусковой ток900ѕол€рностьќбратна€“ипоразмер402x172x220√аранти€ производител€12 мес.;https://akb.ru//product/91719-Alphaline_SD_115D41L_110Ah_900A_(402x172x220)_obr.html
Alphaline SD 115D41R 110Ah 900A (402x172x220) пр;10 450 руб.;9 350 руб.при обмене;≈мкость110ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер402x172x220√аранти€ производител€12 мес.;https://akb.ru//product/91723-Alphaline_SD_115D41R_110Ah_900A_(402x172x220)_pr.html
Alphaline EFB 115D31R 80L (800A 306x173x223) T110 Start-Stop;11 000 руб.;10 100 руб.при обмене;≈мкость80ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер306x173x223√аранти€ производител€36 мес.;https://akb.ru//product/1746-Alphaline_EFB_115D31R_80L_(800A_306x173x223)_T110_Start-Stop.html
Alphaline AGM D26L 75R 720A 260x172x220 Start-Stop;11 800 руб.;11 000 руб.при обмене;≈мкость75ѕусковой ток720ѕол€рностьќбратна€“ипоразмер260x172x220√аранти€ производител€36 мес.;https://akb.ru//product/1401-Alphaline_AGM_D26L_75R_720A_260x172x220_Start-Stop.html
Alphaline AGM D26R 75L 720A 260x172x220 Start-Stop;11 800 руб.;11 000 руб.при обмене;≈мкость75ѕусковой ток720ѕол€рностьѕр€ма€“ипоразмер260x172x220√аранти€ производител€36 мес.;https://akb.ru//product/91261-Alphaline_AGM_D26R_75L_720A_260x172x220_Start-Stop.html
Alphaline SD 135F51L 135 јч 920A (502x185x210) рос;11 900 руб.;10 400 руб.при обмене;≈мкость135ѕусковой ток920ѕол€рностьѕр€ма€“ипоразмер502x185x210√аранти€ производител€18 мес.;https://akb.ru//product/91718-Alphaline_SD_135F51L_135_Ach_920A_(502x185x210)_ros.html
Alphaline Ultra 110R 1000A (393x175x190) 61000;12 300 руб.;11 200 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рностьќбратна€“ипоразмер393x175x190√аранти€ производител€36 мес.;https://akb.ru//product/18700-Alphaline_Ultra_110R_1000A_(393x175x190)_61000.html
Alphaline EFB 95R (900A 353x175x190) SE 59510 Start-Stop;12 500 руб.;11 500 руб.при обмене;≈мкость95ѕусковой ток900ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€36 мес.;https://akb.ru//product/1540-Alphaline_EFB_95R_(900A_353x175x190)_SE_59510_Start-Stop.html
AlphaLine E-NEX XDC31MF (marine) 100Aч 810A (330x173x240);12 650 руб.;11 650 руб.при обмене;≈мкость100ѕусковой ток810ѕол€рностьќбратна€“ипоразмер330x173x240√аранти€ производител€24 мес.;https://akb.ru//product/91317-AlphaLine_E-NEX_XDC31MF_(marine)_100Ach_810A_(330x173x240).html
Alphaline AGM 80R 720A 315x175x190 Start-Stop;13 250 руб.;12 350 руб.при обмене;≈мкость80ѕусковой ток720ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€36 мес.;https://akb.ru//product/1530-Alphaline_AGM_80R_720A_315x175x190_Start-Stop.html
Alphaline AGM D31L 90R 800A 306x175x225 Start-Stop;13 500 руб.;12 500 руб.при обмене;≈мкость90ѕусковой ток800ѕол€рностьќбратна€“ипоразмер306x175x225√аранти€ производител€36 мес.;https://akb.ru//product/91263-Alphaline_AGM_D31L_90R_800A_306x175x225_Start-Stop.html
Alphaline AGM D31R 90L 800A 306x175x225 Start-Stop;13 500 руб.;12 500 руб.при обмене;≈мкость90ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер306x175x225√аранти€ производител€36 мес.;https://akb.ru//product/91264-Alphaline_AGM_D31R_90L_800A_306x175x225_Start-Stop.html
Alphaline SD 190G51R 190 јч обратна€ пол.(евро) 1100A 513x223x223;13 800 руб.;11 600 руб.при обмене;≈мкость190ѕусковой ток1100ѕол€рностьќбратна€“ипоразмер513x223x223√аранти€ производител€18 мес.;https://akb.ru//product/31362-Alphaline_SD_190G51R_190_Ach_obratnaya_pol(evro)_1100A_513x223x223.html
Alphaline SD 190G51L 190 јч пр€ма€ пол. 1100A 513x223x223;13 800 руб.;11 600 руб.при обмене;≈мкость190ѕусковой ток1100ѕол€рностьѕр€ма€“ипоразмер513x223x223√аранти€ производител€18 мес.;https://akb.ru//product/32862-Alphaline_SD_190G51L_190_Ach_pryamaya_pol_1100A_513x223x223.html
Alphaline EFB 110R (950A 393x175x190) SE 61010 Start-Stop;14 100 руб.;13 000 руб.при обмене;≈мкость110ѕусковой ток950ѕол€рностьќбратна€“ипоразмер393x175x190√аранти€ производител€36 мес.;https://akb.ru//product/1529-Alphaline_EFB_110R_(950A_393x175x190)_SE_61010_Start-Stop.html
Alphaline AGM 95R 850A 353x175x190 Start-Stop;14 900 руб.;13 900 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€36 мес.;https://akb.ru//product/1531-Alphaline_AGM_95R_850A_353x175x190_Start-Stop.html
Alphaline SD 245H52R 220 јч обратна€ пол.(евро) 1400A 518x276x242;20 000 руб.;17 500 руб.при обмене;≈мкость220ѕусковой ток1400ѕол€рностьќбратна€“ипоразмер518x276x242√аранти€ производител€18 мес.;https://akb.ru//product/31862-Alphaline_SD_245H52R_220_Ach_obratnaya_pol(evro)_1400A_518x276x242.html
Alphaline EFB 72512 12v 225 Ah 1400A (517x273x240);23 800 руб.;21 300 руб.при обмене;≈мкость225ѕусковой ток1400ѕол€рностьќбратна€“ипоразмер517x273x240√аранти€ производител€12 мес.;https://akb.ru//product/91726-Alphaline_EFB_72512_12v_225_Ah_1400A_(517x273x240).html
