Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
Tab Polar S 65R (650ј 232x173x225) D23 обр. 246865 56568;6 350 руб.;5 650 руб.при обмене;≈мкость65ѕусковой ток650ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/1041-Tab_Polar_S_65R_(650A_232x173x225)_D23_obr_246865_56568.html
Tab Polar S 73R низкий (630A 278x175x175) 246073 57309;6 550 руб.;5 750 руб.при обмене;≈мкость73ѕусковой ток630ѕол€рностьќбратна€“ипоразмер278x175x175√аранти€ производител€48 мес.;https://akb.ru//product/600-Tab_Polar_S_73R_nizkiy_(630A_278x175x175)_246073_57309.html
Tab Polar S 70R (700ј 261x175x220) D26 обр. 246870 57029;7 000 руб.;6 200 руб.при обмене;≈мкость70ѕусковой ток700ѕол€рностьќбратна€“ипоразмер261x175x220√аранти€ производител€48 мес.;https://akb.ru//product/1038-Tab_Polar_S_70R_(700A_261x175x220)_D26_obr_246870_57029.html
Tab Polar S 70L (700ј 261x175x220) D26 пр€м. 246770 57024;7 000 руб.;6 200 руб.при обмене;≈мкость70ѕусковой ток700ѕол€рностьѕр€ма€“ипоразмер261x175x220√аранти€ производител€48 мес.;https://akb.ru//product/1753-Tab_Polar_S_70L_(700A_261x175x220)_D26_pryam_246770_57024.html
Tab Magic 75R низкий (700A 278x175x175) 189072 57510;7 150 руб.;6 350 руб.при обмене;≈мкость75ѕусковой ток700ѕол€рностьќбратна€“ипоразмер278x175x175√аранти€ производител€48 мес.;https://akb.ru//product/802-Tab_Magic_75R_nizkiy_(700A_278x175x175)_189072_57510.html
Tab Polar S 74L (680A 278x175x190) 246174, 57413;7 250 руб.;6 450 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьѕр€ма€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1296-Tab_Polar_S_74L_(680A_278x175x190)_246174_57413.html
Tab Polar S 74R (680A 278x175x190) 246074 57412;7 250 руб.;6 450 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2389-Tab_Polar_S_74R_(680A_278x175x190)_246074_57412.html
Tab Polar 75R (750A 278x175x190) 121075 57549;7 350 руб.;6 550 руб.при обмене;≈мкость75ѕусковой ток750ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/599-Tab_Polar_75R_(750A_278x175x190)_121075_57549.html
Tab Polar S 75R (740ј 261x175x220) D26 обр. 246875 57529;7 350 руб.;6 550 руб.при обмене;≈мкость75ѕусковой ток740ѕол€рностьќбратна€“ипоразмер261x175x220√аранти€ производител€48 мес.;https://akb.ru//product/1039-Tab_Polar_S_75R_(740A_261x175x220)_D26_obr_246875_57529.html
Tab Magic 78R (720A 278x175x190) 189080 57549;7 550 руб.;6 750 руб.при обмене;≈мкость78ѕусковой ток720ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2348-Tab_Magic_78R_(720A_278x175x190)_189080_57549.html
Tab EFB Stop-n-Go 60R (580A 242x175x190) 212060 56088;7 600 руб.;6 900 руб.при обмене;≈мкость60ѕусковой ток580ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1742-Tab_EFB_Stop-n-Go_60R_(580A_242x175x190)_212060_56088.html
Tab EFB Stop-n-Go 60R (600A 232x173x225) 212860 56068;7 850 руб.;7 150 руб.при обмене;≈мкость60ѕусковой ток600ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2295-Tab_EFB_Stop-n-Go_60R_(600A_232x173x225)_212860_56068.html
Tab Magic 85R (800A 315x175x175) 189085 58514;8 400 руб.;7 500 руб.при обмене;≈мкость85ѕусковой ток800ѕол€рностьќбратна€“ипоразмер315x175x175√аранти€ производител€48 мес.;https://akb.ru//product/537-Tab_Magic_85R_(800A_315x175x175)_189085_58514.html
Tab Polar S 92L низкий (800A 353x175x175) 246192 546192;8 600 руб.;7 600 руб.при обмене;≈мкость92ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2349-Tab_Polar_S_92L_nizkiy_(800A_353x175x175)_246192_546192.html
Tab Polar S 95R (850ј 301x175x220) D31 обр. 246895 59518;8 750 руб.;7 750 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьќбратна€“ипоразмер301x175x220√аранти€ производител€48 мес.;https://akb.ru//product/1037-Tab_Polar_S_95R_(850A_301x175x220)_D31_obr_246895_59518.html
Tab Polar S 95L (850ј 301x175x220) D31 пр€м. 246995 59519;8 750 руб.;7 750 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер301x175x220√аранти€ производител€48 мес.;https://akb.ru//product/1040-Tab_Polar_S_95L_(850A_301x175x220)_D31_pryam_246995_59519.html
Tab EFB Stop-n-Go 70R (680A 278x175x190) 212070 57088;9 400 руб.;8 600 руб.при обмене;≈мкость70ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1739-Tab_EFB_Stop-n-Go_70R_(680A_278x175x190)_212070_57088.html
Tab Polar 100R (900A 353x175x190) 121100 60044;9 700 руб.;8 700 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/519-Tab_Polar_100R_(900A_353x175x190)_121100_60044.html
Tab Magic 100R (850A 353x175x175) 189099 60032;9 900 руб.;8 900 руб.при обмене;≈мкость100ѕусковой ток850ѕол€рностьќбратна€“ипоразмер353x175x175√аранти€ производител€48 мес.;https://akb.ru//product/800-Tab_Magic_100R_(850A_353x175x175)_189099_60032.html
Tab Magic 100R (900A 353x175x190) 189800 60044;9 900 руб.;8 900 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1779-Tab_Magic_100R_(900A_353x175x190)_189800_60044.html
Tab EFB Stop-n-Go 105R (900A 306x173x225) 212005 60518;10 350 руб.;9 250 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/2661-Tab_EFB_Stop-n-Go_105R_(900A_306x173x225)_212005_60518.html
Tab EFB Stop-n-Go 105L (900A 306x173x225) 212105 60519;10 350 руб.;9 250 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/38862-Tab_EFB_Stop-n-Go_105L_(900A_306x173x225)_212105_60519.html
Tab Polar Truck 135 евро (850A 513x189x220) 942912 63530;11 850 руб.;10 350 руб.при обмене;≈мкость135ѕусковой ток850ѕол€рностьќбратна€“ипоразмер513x189x220√аранти€ производител€12 мес.;https://akb.ru//product/516-Tab_Polar_Truck_135_evro_(850A_513x189x220)_942912_63530.html
Tab AGM Stop-n-Go 80R (800A 315x175x190) 213080;14 350 руб.;13 450 руб.при обмене;≈мкость80ѕусковой ток800ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1020-Tab_AGM_Stop-n-Go_80R_(800A_315x175x190)_213080.html
Tab Polar Truck 190 евро (1200A 507x224x194) 275912 69032;14 500 руб.;12 300 руб.при обмене;≈мкость190ѕусковой ток1200ѕол€рностьќбратна€“ипоразмер507x224x194√аранти€ производител€12 мес.;https://akb.ru//product/921-Tab_Polar_Truck_190_evro_(1200A_507x224x194)_275912_69032.html
Tab AGM Stop-n-Go 95R (850A 353x175x190) 213090;16 050 руб.;15 050 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1021-Tab_AGM_Stop-n-Go_95R_(850A_353x175x190)_213090.html
TAB AGM Stop-n-Go 105R (950A 393x175x190) 213105;17 750 руб.;16 650 руб.при обмене;≈мкость105ѕусковой ток950ѕол€рностьќбратна€“ипоразмер393x175x190√аранти€ производител€24 мес.;https://akb.ru//product/91270-TAB_AGM_Stop-n-Go_105R_(950A_393x175x190)_213105.html
Tab Polar Truck 225 евро (1300A 517x273x240) 126612 72527;18 150 руб.;15 650 руб.при обмене;≈мкость225ѕусковой ток1300ѕол€рностьќбратна€“ипоразмер517x273x240√аранти€ производител€12 мес.;https://akb.ru//product/1498-Tab_Polar_Truck_225_evro_(1300A_517x273x240)_126612_72527.html
