Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
Delkor 56031 (60L 525A 241x174x188);6 100 руб.;5 400 руб.при обмене;≈мкость60ѕусковой ток525ѕол€рностьѕр€ма€“ипоразмер241x174x188√аранти€ производител€48 мес.;https://akb.ru//product/97-Delkor_56031_(60L_525A_241x174x188).html
Delkor 26-550 (60L 550ј 206х172х205);6 149 руб.;5 449 руб.при обмене;≈мкость60ѕусковой ток550ѕол€рностьѕр€ма€“ипоразмер206x172x205√аранти€ производител€48 мес.;https://akb.ru//product/1788-Delkor_26-550_(60L_550A_206h172h205).html
Delkor 26R-550 (60R 550ј 206х172х205);6 150 руб.;5 450 руб.при обмене;≈мкость60ѕусковой ток550ѕол€рностьќбратна€“ипоразмер206x172x205√аранти€ производител€48 мес.;https://akb.ru//product/87-Delkor_26R-550_(60R_550A_206h172h205).html
Delkor 65D23L (60R 520A 229x172x225);6 350 руб.;5 650 руб.при обмене;≈мкость60ѕусковой ток520ѕол€рностьќбратна€“ипоразмер229x172x225√аранти€ производител€48 мес.;https://akb.ru//product/107-Delkor_65D23L_(60R_520A_229x172x225).html
Delkor 56177 (61R 600A 242x175x175);6 400 руб.;5 700 руб.при обмене;≈мкость61ѕусковой ток600ѕол€рностьќбратна€“ипоразмер242x175x175√аранти€ производител€48 мес.;https://akb.ru//product/98-Delkor_56177_(61R_600A_242x175x175).html
Delkor 55D23L (60R 550A 229x172x204);6 450 руб.;5 750 руб.при обмене;≈мкость60ѕусковой ток550ѕол€рностьќбратна€“ипоразмер229x172x204√аранти€ производител€48 мес.;https://akb.ru//product/94-Delkor_55D23L_(60R_550A_229x172x204).html
Delkor 56219 (62R 580A 241x174x188);6 450 руб.;5 750 руб.при обмене;≈мкость62ѕусковой ток580ѕол€рностьќбратна€“ипоразмер241x174x188√аранти€ производител€48 мес.;https://akb.ru//product/99-Delkor_56219_(62R_580A_241x174x188).html
Delkor 57412 (74R 680A 277x174x188);6 450 руб.;5 650 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьќбратна€“ипоразмер277x174x188√аранти€ производител€48 мес.;https://akb.ru//product/103-Delkor_57412_(74R_680A_277x174x188).html
Delkor 75D23L (65R 570A 232x173x225);6 450 руб.;5 750 руб.при обмене;≈мкость65ѕусковой ток570ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/112-Delkor_75D23L_(65R_570A_232x173x225).html
Delkor 75D23R (65L 570A 232x173x225);6 450 руб.;5 750 руб.при обмене;≈мкость65ѕусковой ток570ѕол€рностьѕр€ма€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/342-Delkor_75D23R_(65L_570A_232x173x225).html
Delkor 57413 (74L 680A 277x174x188);6 450 руб.;5 650 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьѕр€ма€“ипоразмер277x174x188√аранти€ производител€48 мес.;https://akb.ru//product/443-Delkor_57413_(74L_680A_277x174x188).html
Delkor 56513 (65R 640A 241x174x188);6 600 руб.;5 900 руб.при обмене;≈мкость65ѕусковой ток640ѕол€рностьќбратна€“ипоразмер241x174x188√аранти€ производител€48 мес.;https://akb.ru//product/100-Delkor_56513_(65R_640A_241x174x188).html
Delkor 56514 (65L 640A 241x174x188);6 600 руб.;5 900 руб.при обмене;≈мкость65ѕусковой ток640ѕол€рностьѕр€ма€“ипоразмер241x174x188√аранти€ производител€48 мес.;https://akb.ru//product/101-Delkor_56514_(65L_640A_241x174x188).html
Delkor 80D23L (68R 600A 232x173x225);6 600 руб.;5 800 руб.при обмене;≈мкость68ѕусковой ток600ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/56898-Delkor_80D23L_(68R_600A_232x173x225).html
Delkor 80D26R (75L 600A 260x173x225);6 700 руб.;5 900 руб.при обмене;≈мкость75ѕусковой ток600ѕол€рностьѕр€ма€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/116-Delkor_80D26R_(75L_600A_260x173x225).html
Delkor 80D23R (68L 600A 232x173x225);7 050 руб.;6 250 руб.при обмене;≈мкость68ѕусковой ток600ѕол€рностьѕр€ма€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/91307-Delkor_80D23R_(68L_600A_232x173x225).html
Delkor 80D26L (75R 600A 260x173x225);7 100 руб.;6 300 руб.при обмене;≈мкость75ѕусковой ток600ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/115-Delkor_80D26L_(75R_600A_260x173x225).html
Delkor 90D26L (80R 680A 260x173x225);7 550 руб.;6 650 руб.при обмене;≈мкость80ѕусковой ток680ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/56896-Delkor_90D26L_(80R_680A_260x173x225).html
Delkor 90D26R (80L 680A 260x173x225);7 550 руб.;6 650 руб.при обмене;≈мкость80ѕусковой ток680ѕол€рностьѕр€ма€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/56897-Delkor_90D26R_(80L_680A_260x173x225).html
Delkor 57539 (75R 650A 279x175x175);7 950 руб.;7 150 руб.при обмене;≈мкость75ѕусковой ток650ѕол€рностьќбратна€“ипоразмер279x175x175√аранти€ производител€48 мес.;https://akb.ru//product/104-Delkor_57539_(75R_650A_279x175x175).html
Delkor 105D31L (90R 750A 306x173x225);8 700 руб.;7 700 руб.при обмене;≈мкость90ѕусковой ток750ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/83-Delkor_105D31L_(90R_750A_306x173x225).html
Delkor 105D31R (90L 750A 306x173x225);8 700 руб.;7 700 руб.при обмене;≈мкость90ѕусковой ток750ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/84-Delkor_105D31R_(90L_750A_306x173x225).html
Delkor 110D26L (90R 720A 260x173x225);8 749 руб.;7 749 руб.при обмене;≈мкость90ѕусковой ток720ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/60899-Delkor_110D26L_(90R_720A_260x173x225).html
Delkor 110D26R (90L 720A 260x173x225);8 750 руб.;7 750 руб.при обмене;≈мкость90ѕусковой ток720ѕол€рностьѕр€ма€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/61399-Delkor_110D26R_(90L_720A_260x173x225).html
Delkor 115D31L (100R 800A 306x173x225);8 900 руб.;7 900 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/85-Delkor_115D31L_(100R_800A_306x173x225).html
Delkor 58014 (80R 780A 278x175x190);9 090 руб.;8 190 руб.при обмене;≈мкость80ѕусковой ток780ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/67235-Delkor_58014_(80R_780A_278x175x190).html
Delkor 58039 (80R 730A 315x175x175);9 400 руб.;8 500 руб.при обмене;≈мкость80ѕусковой ток730ѕол€рностьќбратна€“ипоразмер315x175x175√аранти€ производител€48 мес.;https://akb.ru//product/395-Delkor_58039_(80R_730A_315x175x175).html
Delkor 115D31R (100L 800A 306x173x225);9 450 руб.;8 450 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/86-Delkor_115D31R_(100L_800A_306x173x225).html
Delkor 65-850 (100L 850A 306x192x192) дл€ Ford Explorer;9 750 руб.;8 750 руб.при обмене;≈мкость100ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер306x192x192√аранти€ производител€48 мес.;https://akb.ru//product/91308-Delkor_65-850_(100L_850A_306x192x192)_dlya_Ford_Explorer.html
Delkor 125D31L (105R 850A 306x173x225);9 900 руб.;8 800 руб.при обмене;≈мкость105ѕусковой ток850ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/91598-Delkor_125D31L_(105R_850A_306x173x225).html
Delkor 125D31R (105L 850A 306x173x225);9 900 руб.;8 800 руб.при обмене;≈мкость105ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/91599-Delkor_125D31R_(105L_850A_306x173x225).html
Delkor 60044 (100R 800A 354x175x190);10 150 руб.;9 150 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьќбратна€“ипоразмер354x175x190√аранти€ производител€48 мес.;https://akb.ru//product/105-Delkor_60044_(100R_800A_354x175x190).html
Delkor 59095 (90R 920A 315x175x190);10 400 руб.;9 400 руб.при обмене;≈мкость90ѕусковой ток920ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€48 мес.;https://akb.ru//product/67735-Delkor_59095_(90R_920A_315x175x190).html
Delkor 100GL 12V 100Ah 900A (324x173x225) D33L обр.;10 550 руб.;9 550 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьќбратна€“ипоразмер324x173x225√аранти€ производител€48 мес.;https://akb.ru//product/91596-Delkor_100GL_12V_100Ah_900A_(324x173x225)_D33L_obr.html
Delkor 100GR 12V 100Ah 900A (324x173x225) D33R пр;10 550 руб.;9 550 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер324x173x225√аранти€ производител€48 мес.;https://akb.ru//product/91597-Delkor_100GR_12V_100Ah_900A_(324x173x225)_D33R_pr.html
Delkor 31-1000 (160 min 1000 A 330x173x240);10 750 руб.;9 750 руб.при обмене;≈мкость100ѕусковой ток1000ѕол€рность”ниверсальна€“ипоразмер330x173x240√аранти€ производител€24 мес.;https://akb.ru//product/88-Delkor_31-1000_(160_min_1000_A_330x173x240).html
Delkor 31-1000T (160 min 1000 A 330x173x240);10 750 руб.;9 750 руб.при обмене;≈мкость100ѕусковой ток1000ѕол€рностьѕр€ма€“ипоразмер330x173x240√аранти€ производител€24 мес.;https://akb.ru//product/89-Delkor_31-1000T_(160_min_1000_A_330x173x240).html
Delkor 61038 (110R 850A 394х175х190);12 050 руб.;10 950 руб.при обмене;≈мкость110ѕусковой ток850ѕол€рностьќбратна€“ипоразмер394x175x190√аранти€ производител€48 мес.;https://akb.ru//product/106-Delkor_61038_(110R_850A_394h175h190).html
Delkor 225H52R 220 јч обратна€ пол. (евро) 1300A 518x276x242;20 050 руб.;17 550 руб.при обмене;≈мкость220ѕусковой ток1300ѕол€рностьќбратна€“ипоразмер518x276x242√аранти€ производител€18 мес.;https://akb.ru//product/91358-Delkor_225H52R_220_Ach_obratnaya_pol_(evro)_1300A_518x276x242.html
