Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
Cene 85-680 (70R 680A 230x168x200);6 000 руб.;5 200 руб.при обмене;≈мкость70ѕусковой ток680ѕол€рностьќбратна€“ипоразмер230x168x200√аранти€ производител€48 мес.;https://akb.ru//product/2512-Cene_85-680_(70R_680A_230x168x200).html
Cene 56177 (61R 610A 242x175x175);6 200 руб.;5 500 руб.при обмене;≈мкость61ѕусковой ток610ѕол€рностьќбратна€“ипоразмер242x175x175√аранти€ производител€48 мес.;https://akb.ru//product/2309-Cene_56177_(61R_610A_242x175x175).html
Cene 56219 (62R 580A 242x175x190);6 250 руб.;5 550 руб.при обмене;≈мкость62ѕусковой ток580ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2308-Cene_56219_(62R_580A_242x175x190).html
Cene 56513 (65R 650A 242x175x190);6 350 руб.;5 650 руб.при обмене;≈мкость65ѕусковой ток650ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2428-Cene_56513_(65R_650A_242x175x190).html
Cene 56514 (65L 650A 242x175x190);6 350 руб.;5 650 руб.при обмене;≈мкость65ѕусковой ток650ѕол€рностьѕр€ма€“ипоразмер242x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2431-Cene_56514_(65L_650A_242x175x190).html
Cene 80D23L (70R 600A 232x173x225);6 800 руб.;6 000 руб.при обмене;≈мкость70ѕусковой ток600ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2358-Cene_80D23L_(70R_600A_232x173x225).html
Cene 90D26R (80L 680A 260x173x225);7 300 руб.;6 400 руб.при обмене;≈мкость80ѕусковой ток680ѕол€рностьѕр€ма€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2296-Cene_90D26R_(80L_680A_260x173x225).html
Cene 90D26L (80R 680A 260x173x225);7 300 руб.;6 400 руб.при обмене;≈мкость80ѕусковой ток680ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2302-Cene_90D26L_(80R_680A_260x173x225).html
Cene 57412 (74R 680A 278x175x190);7 500 руб.;6 700 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2357-Cene_57412_(74R_680A_278x175x190).html
Cene 57413 (74L 680A 278x175x190);7 500 руб.;6 700 руб.при обмене;≈мкость74ѕусковой ток680ѕол€рностьѕр€ма€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2359-Cene_57413_(74L_680A_278x175x190).html
Cene 57539 (75R 630A 278x175x175);7 700 руб.;6 900 руб.при обмене;≈мкость75ѕусковой ток630ѕол€рностьќбратна€“ипоразмер278x175x175√аранти€ производител€48 мес.;https://akb.ru//product/2310-Cene_57539_(75R_630A_278x175x175).html
Cene 75-650 бок. кл. (75L 650A 237x178x184);8 350 руб.;7 550 руб.при обмене;≈мкость75ѕусковой ток650ѕол€рностьѕр€ма€“ипоразмер237x178x184√аранти€ производител€48 мес.;https://akb.ru//product/2353-Cene_75-650_bok_kl_(75L_650A_237x178x184).html
Cene 110D26L (90R 680A 260x173x225);8 500 руб.;7 500 руб.при обмене;≈мкость90ѕусковой ток680ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2352-Cene_110D26L_(90R_680A_260x173x225).html
Cene 58014 (80R 780A 278x175x190);8 650 руб.;7 750 руб.при обмене;≈мкость80ѕусковой ток780ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2311-Cene_58014_(80R_780A_278x175x190).html
Cene 34R-770 (90R 770A 260x173x225);8 800 руб.;7 800 руб.при обмене;≈мкость90ѕусковой ток770ѕол€рностьќбратна€“ипоразмер260x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2429-Cene_34R-770_(90R_770A_260x173x225).html
Cene 115D31L (100R 800A 306x173x225);9 450 руб.;8 450 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2297-Cene_115D31L_(100R_800A_306x173x225).html
Cene 115D31R (100L 800A 306x173x225);9 450 руб.;8 450 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2304-Cene_115D31R_(100L_800A_306x173x225).html
Cene 125D31L (105R 850A 306x173x225);9 650 руб.;8 550 руб.при обмене;≈мкость105ѕусковой ток850ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€48 мес.;https://akb.ru//product/2305-Cene_125D31L_(105R_850A_306x173x225).html
Cene 65-850 (100L 850A 306x192x192) дл€ Ford Explorer;9 700 руб.;8 700 руб.при обмене;≈мкость100ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер306x192x192√аранти€ производител€48 мес.;https://akb.ru//product/2315-Cene_65-850_(100L_850A_306x192x192)_dlya_Ford_Explorer.html
Cene 60044 (100R 800A 353x175x190);9 850 руб.;8 850 руб.при обмене;≈мкость100ѕусковой ток800ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/2312-Cene_60044_(100R_800A_353x175x190).html
Cene 31-1000T клеммы под гайку (1000 A 330x173x240);10 750 руб.;9 650 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рность”ниверсальна€“ипоразмер330x173x240√аранти€ производител€12 мес.;https://akb.ru//product/2355-Cene_31-1000T_klemmy_pod_gayku_(1000_A_330x173x240).html
Cene 31-1000 конкус (1000 A 330x173x240);10 750 руб.;9 650 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рность”ниверсальна€“ипоразмер330x173x240√аранти€ производител€12 мес.;https://akb.ru//product/32362-Cene_31-1000_konkus_(1000_A_330x173x240).html
