Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
FB Super Nova 75D23R (65L 620A 230x169x225);7 500 руб.;6 800 руб.при обмене;≈мкость65ѕусковой ток620ѕол€рностьѕр€ма€“ипоразмер230x169x225√аранти€ производител€24 мес.;https://akb.ru//product/1640-FB_Super_Nova_75D23R_(65L_620A_230x169x225).html
FB9000 70B24L (55R 520A 238x129x225);7 700 руб.;7 000 руб.при обмене;≈мкость55ѕусковой ток520ѕол€рностьќбратна€“ипоразмер238x129x225√аранти€ производител€24 мес.;https://akb.ru//product/481-FB9000_70B24L_(55R_520A_238x129x225).html
FB9000 70B24R (55L 500A 238x129x225);7 700 руб.;7 000 руб.при обмене;≈мкость55ѕусковой ток500ѕол€рностьѕр€ма€“ипоразмер238x129x225√аранти€ производител€24 мес.;https://akb.ru//product/482-FB9000_70B24R_(55L_500A_238x129x225).html
FB Super Nova 80D26L (68R 700A 260x169x225);8 000 руб.;7 200 руб.при обмене;≈мкость68ѕусковой ток700ѕол€рностьќбратна€“ипоразмер260x169x225√аранти€ производител€24 мес.;https://akb.ru//product/129-FB_Super_Nova_80D26L_(68R_700A_260x169x225).html
FB Super Nova 80D26R (68L 700A 260x169x225);8 000 руб.;7 200 руб.при обмене;≈мкость68ѕусковой ток700ѕол€рностьѕр€ма€“ипоразмер260x169x225√аранти€ производител€24 мес.;https://akb.ru//product/130-FB_Super_Nova_80D26R_(68L_700A_260x169x225).html
FB7000 80D23L (68R 660A 230x169x225);8 100 руб.;7 300 руб.при обмене;≈мкость68ѕусковой ток660ѕол€рностьќбратна€“ипоразмер230x169x225√аранти€ производител€24 мес.;https://akb.ru//product/132-FB7000_80D23L_(68R_660A_230x169x225).html
FB7000 80D23R (68L 550A 230x169x225);8 100 руб.;7 300 руб.при обмене;≈мкость68ѕусковой ток550ѕол€рностьѕр€ма€“ипоразмер230x169x225√аранти€ производител€24 мес.;https://akb.ru//product/479-FB7000_80D23R_(68L_550A_230x169x225).html
FB Super Nova 95D31R (80L 740A 306x173x225);8 800 руб.;7 900 руб.при обмене;≈мкость80ѕусковой ток740ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/1195-FB_Super_Nova_95D31R_(80L_740A_306x173x225).html
FB Super Nova 95D31L (80R 740A 306x173x225);8 800 руб.;7 900 руб.при обмене;≈мкость80ѕусковой ток740ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/1196-FB_Super_Nova_95D31L_(80R_740A_306x173x225).html
FB7000 90D26L (73R 750A 257x170x225);8 900 руб.;8 100 руб.при обмене;≈мкость73ѕусковой ток750ѕол€рностьќбратна€“ипоразмер257x170x225√аранти€ производител€24 мес.;https://akb.ru//product/133-FB7000_90D26L_(73R_750A_257x170x225).html
FB7000 90D26R (73L 750A 257x170x225);8 900 руб.;8 100 руб.при обмене;≈мкость73ѕусковой ток750ѕол€рностьѕр€ма€“ипоразмер257x170x225√аранти€ производител€24 мес.;https://akb.ru//product/134-FB7000_90D26R_(73L_750A_257x170x225).html
FB9000 85D23L (70R 670A 232x173x225);8 900 руб.;8 100 руб.при обмене;≈мкость70ѕусковой ток670ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€24 мес.;https://akb.ru//product/484-FB9000_85D23L_(70R_670A_232x173x225).html
FB Specialist 105D31R (85L 710A 306x173x225);9 700 руб.;8 800 руб.при обмене;≈мкость85ѕусковой ток710ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/500-FB_Specialist_105D31R_(85L_710A_306x173x225).html
FB Specialist 105D31L (85R 710A 306x173x225);9 700 руб.;8 800 руб.при обмене;≈мкость85ѕусковой ток710ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/1605-FB_Specialist_105D31L_(85R_710A_306x173x225).html
FB UltraBattery EFB 70R 720A (232x173x225) Q-85;10 300 руб.;9 500 руб.при обмене;≈мкость70ѕусковой ток720ѕол€рностьќбратна€“ипоразмер232x173x225√аранти€ производител€24 мес.;https://akb.ru//product/1586-FB_UltraBattery_EFB_70R_720A_(232x173x225)_Q-85.html
FB9000 110D26L (80R 760A 261x173x225);10 500 руб.;9 600 руб.при обмене;≈мкость80ѕусковой ток750ѕол€рностьќбратна€“ипоразмер261x173x225√аранти€ производител€24 мес.;https://akb.ru//product/135-FB9000_110D26L_(80R_760A_261x173x225).html
FB9000 110D26R (80L 750A 261x173x225);10 500 руб.;9 600 руб.при обмене;≈мкость80ѕусковой ток750ѕол€рностьѕр€ма€“ипоразмер261x173x225√аранти€ производител€24 мес.;https://akb.ru//product/136-FB9000_110D26R_(80L_750A_261x173x225).html
FB7000 115D31R (90L 900A 306x173x225);11 500 руб.;10 500 руб.при обмене;≈мкость90ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/367-FB7000_115D31R_(90L_900A_306x173x225).html
FB7000 115D31L (90R 900A 306x173x225);11 500 руб.;10 500 руб.при обмене;≈мкость90ѕусковой ток900ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/368-FB7000_115D31L_(90R_900A_306x173x225).html
FB9000 125D31L (92R 835A 304x171x225);13 100 руб.;12 100 руб.при обмене;≈мкость92ѕусковой ток835ѕол€рностьќбратна€“ипоразмер304x171x225√аранти€ производител€24 мес.;https://akb.ru//product/137-FB9000_125D31L_(92R_835A_304x171x225).html
FB9000 125D31R (92L 835A 304x171x225);13 100 руб.;12 100 руб.при обмене;≈мкость92ѕусковой ток835ѕол€рностьѕр€ма€“ипоразмер304x171x225√аранти€ производител€24 мес.;https://akb.ru//product/138-FB9000_125D31R_(92L_835A_304x171x225).html
FB Specialist 130E41R (115L 870A 409x175x233);17 500 руб.;16 400 руб.при обмене;≈мкость115ѕусковой ток870ѕол€рностьѕр€ма€“ипоразмер409x175x233√аранти€ производител€12 мес.;https://akb.ru//product/91551-FB_Specialist_130E41R_(115L_870A_409x175x233).html
