Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
Topla Energy 92R низкий (800A 353x175x175) 108092 59220;8 600 руб.;7 600 руб.при обмене;≈мкость92ѕусковой ток800ѕол€рностьќбратна€“ипоразмер353x175x175√аранти€ производител€48 мес.;https://akb.ru//product/1256-Topla_Energy_92R_nizkiy_(800A_353x175x175)_108092_59220.html
Topla Top JIS 95R 850ј 301x175x220 (118895 59518);8 950 руб.;7 950 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьќбратна€“ипоразмер301x175x220√аранти€ производител€48 мес.;https://akb.ru//product/663-Topla_Top_JIS_95R_850A_301x175x220_(118895_59518).html
Topla Top JIS 95L 850ј 301x175x220 (118995 59519);8 950 руб.;7 950 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьѕр€ма€“ипоразмер303x174x218√аранти€ производител€48 мес.;https://akb.ru//product/664-Topla_Top_JIS_95L_850A_301x175x220_(118995_59519).html
Topla EFB Stop-n-Go 70R (680A 278x175x190) 112070 57088;9 450 руб.;8 650 руб.при обмене;≈мкость70ѕусковой ток680ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1331-Topla_EFB_Stop-n-Go_70R_(680A_278x175x190)_112070_57088.html
Topla Top 100R (900A 353x175x175) 118600 60032;9 600 руб.;8 600 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьќбратна€“ипоразмер353x175x175√аранти€ производител€48 мес.;https://akb.ru//product/1780-Topla_Top_100R_(900A_353x175x175)_118600_60032.html
Topla Energy 100R (900A 353x175x190) 108400 60044;9 850 руб.;8 850 руб.при обмене;≈мкость100ѕусковой ток900ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1169-Topla_Energy_100R_(900A_353x175x190)_108400_60044.html
Topla Top 100R (920A 353x175x190) 118800 60044;9 900 руб.;8 900 руб.при обмене;≈мкость100ѕусковой ток920ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/91405-Topla_Top_100R_(920A_353x175x190)_118800_60044.html
Topla EFB Stop-n-Go 80R (760A 315x175x190) 112080 58088;10 750 руб.;9 850 руб.при обмене;≈мкость80ѕусковой ток760ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1330-Topla_EFB_Stop-n-Go_80R_(760A_315x175x190)_112080_58088.html
Topla AGM Stop-n-Go 60R (680A 242x175x190) 114060;11 300 руб.;10 600 руб.при обмене;≈мкость60ѕусковой ток680ѕол€рностьќбратна€“ипоразмер242x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1745-Topla_AGM_Stop-n-Go_60R_(680A_242x175x190)_114060.html
Topla Energy 110R (1000A 393x175x190) 108210 61002;11 550 руб.;10 450 руб.при обмене;≈мкость110ѕусковой ток1000ѕол€рностьќбратна€“ипоразмер393x175x190√аранти€ производител€24 мес.;https://akb.ru//product/658-Topla_Energy_110R_(1000A_393x175x190)_108210_61002.html
Topla EFB Stop-n-Go 105L (900A 306x173x225) 112105 60519;11 700 руб.;10 600 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьѕр€ма€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/2433-Topla_EFB_Stop-n-Go_105L_(900A_306x173x225)_112105_60519.html
Topla EFB Stop-n-Go 105R (900A 306x173x225) 112005 60518;11 700 руб.;10 600 руб.при обмене;≈мкость105ѕусковой ток900ѕол€рностьќбратна€“ипоразмер306x173x225√аранти€ производител€24 мес.;https://akb.ru//product/2434-Topla_EFB_Stop-n-Go_105R_(900A_306x173x225)_112005_60518.html
Topla Top Sealed Truck 140 евро 850A (509x175x206) 231612 64030;11 700 руб.;10 200 руб.при обмене;≈мкость140ѕусковой ток850ѕол€рностьќбратна€“ипоразмер509x175x206√аранти€ производител€12 мес.;https://akb.ru//product/56807-Topla_Top_Sealed_Truck_140_evro_850A_(509x175x206)_231612_64030.html
Topla EFB Stop-n-Go 90R (850A 353x175x190) 112090 59088;11 900 руб.;10 900 руб.при обмене;≈мкость90ѕусковой ток850ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1333-Topla_EFB_Stop-n-Go_90R_(850A_353x175x190)_112090_59088.html
Topla AGM Stop-n-Go 70R (760A 278x175x190) 114070;12 500 руб.;11 700 руб.при обмене;≈мкость70ѕусковой ток760ѕол€рностьќбратна€“ипоразмер278x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1167-Topla_AGM_Stop-n-Go_70R_(760A_278x175x190)_114070.html
Topla AGM Stop-n-Go 80R (800A 315x175x190) 114080;14 400 руб.;13 500 руб.при обмене;≈мкость80ѕусковой ток800ѕол€рностьќбратна€“ипоразмер315x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1168-Topla_AGM_Stop-n-Go_80R_(800A_315x175x190)_114080.html
Topla Energy Truck 190 евро 1200A (507x224x194) 533912 69032;14 550 руб.;12 350 руб.при обмене;≈мкость190ѕусковой ток1200ѕол€рностьќбратна€“ипоразмер507x224x194√аранти€ производител€12 мес.;https://akb.ru//product/1178-Topla_Energy_Truck_190_evro_1200A_(507x224x194)_533912_69032.html
Topla AGM Stop-n-Go 95R (850A 353x175x190) 114090;16 100 руб.;15 100 руб.при обмене;≈мкость95ѕусковой ток850ѕол€рностьќбратна€“ипоразмер353x175x190√аранти€ производител€48 мес.;https://akb.ru//product/1166-Topla_AGM_Stop-n-Go_95R_(850A_353x175x190)_114090.html
Topla AGM Stop-n-Go 105R (950A 393x175x190) 114105;17 750 руб.;16 650 руб.при обмене;≈мкость105ѕусковой ток950ѕол€рностьќбратна€“ипоразмер393x175x190√аранти€ производител€24 мес.;https://akb.ru//product/2445-Topla_AGM_Stop-n-Go_105R_(950A_393x175x190)_114105.html
Topla Energy Truck 225 евро 1300A (517x273x240) 957912 72527;18 150 руб.;15 650 руб.при обмене;≈мкость225ѕусковой ток1300ѕол€рностьќбратна€“ипоразмер517x273x240√аранти€ производител€12 мес.;https://akb.ru//product/2388-Topla_Energy_Truck_225_evro_1300A_(517x273x240)_957912_72527.html
