Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор BOST 70R (80D26L);5900руб.;5400руб.;≈мкость: 70 јчѕусковой ток: 600 јѕол€рность:ќбратна€ [- +]√абариты: 260x175x225√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-80d26l-70r-600a-266x172x220.html
јккумул€тор BOST  74R (57412);5900руб.6100;5300руб.;≈мкость: 74 јчѕусковой ток: 700 јѕол€рность:ќбратна€ [- +]√абариты: 276x175x190√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-57412-74r-700a-276x175x190.html
јккумул€тор BOST PREMIUM 63R (56377);5900руб.;5400руб.;≈мкость: 63 јчѕусковой ток: 640 јѕол€рность:ќбратна€ [- +]√абариты: 242x175x175√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-56377-63r-640a-242x175x175.html
јккумул€тор BOST 78L (57819);6450руб.6900;5850руб.;≈мкость: 78 јчѕусковой ток: 750 јѕол€рность:ѕр€ма€ [+ -]√абариты: 275x175x190√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-57819-78l-750a-276x175x190.html
јккумул€тор BOST PREMIUM 75L (75-650);6500руб.7100;5900руб.;≈мкость: 75 јчѕусковой ток: 650 јѕол€рность:ѕр€ма€ [+ -]√абариты: 237x178x184√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-75-650-75l-650a-231x179x181.html
јккумул€тор BOST PREMIUM 85R (105D26L);6900руб.7400;6300руб.;≈мкость: 85 јчѕусковой ток: 720 јѕол€рность:ќбратна€ [- +]√абариты: 260x175x220√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-105d26l-85r-720a-258x172x220.html
јккумул€тор BOST PREMIUM 85R (58539);7200руб.7800;6600руб.;≈мкость: 85 јчѕусковой ток: 750 јѕол€рность:ќбратна€ [- +]√абариты: 315x175x175√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-58539-85r-750a-315x175x175.html
јккумул€тор BOST PREMIUM 100R (115D31L);7400руб.8000;6700руб.;≈мкость: 100 јчѕусковой ток: 800 јѕол€рность:ќбратна€ [- +]√абариты: 306x174x221√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-115d31l-100r-800a-306x172x220.html
јккумул€тор BOST 85R (58543);7500руб.;6900руб.;≈мкость: 85 јчѕусковой ток: 700 јѕол€рность:ќбратна€ [- +]√абариты: 315x175x190√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-58543-85r-700a-315x175x190.html
јккумул€тор BOST 95R (110D31L);7700руб.;7000руб.;≈мкость: 95 јчѕусковой ток: 780 јѕол€рность:ќбратна€ [- +]√абариты: 306x173x225√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-110d31l-95r-780a-303x172x220.html
јккумул€тор BOST 95L (110D31R);7700руб.;7000руб.;≈мкость: 95 јчѕусковой ток: 780 јѕол€рность:ѕр€ма€ [+ -]√абариты: 306x173x225√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-110d31r-95l-780a-303x172x220.html
јккумул€тор BOST PREMIUM 95R (59515);7700руб.8100;7000руб.;≈мкость: 95 јчѕусковой ток: 880 јѕол€рность:ќбратна€ [- +]√абариты: 353x175x175√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-59515-95r-880a-353x175x175.html
јккумул€тор BOST 90R (59015);7900руб.;7200руб.;≈мкость: 90 јчѕусковой ток: 850 јѕол€рность:ќбратна€ [- +]√абариты: 353x175x175√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-59015-95r-850a-353x175x175.html
јккумул€тор BOST EFB Q85;7900руб.8200;7400руб.;≈мкость: 70 јчѕусковой ток: 700 јѕол€рность:ќбратна€ [- +]√абариты: 230x173x220√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-efb-q85-70r-700a-230x172x220.html
јккумул€тор BOST PREMIUM 31-1000T;8500руб.10200;7500руб.;≈мкость: 140 јчѕусковой ток: 1000 јѕол€рность:”ниверсальна€√абариты: 330x173x240√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-31-1000t-140uni-1000a-330x173x240.html
јккумул€тор BOST PREMIUM 105R (125D31L);8800руб.;8100руб.;≈мкость: 105 јчѕусковой ток: 850 јѕол€рность:ќбратна€ [- +]√абариты: 306x174x221√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-125d31l-105r-850a-306x172x220.html
јккумул€тор BOST PREMIUM 105L (125D31R);8800руб.;8100руб.;≈мкость: 105 јчѕусковой ток: 850 јѕол€рность:ѕр€ма€ [+ -]√абариты: 306x174x221√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-premium-125d31r-105l-850a-306x172x220.html
јккумул€тор BOST EFB S95;8900руб.9300;8300руб.;≈мкость: 75 јчѕусковой ток: 760 јѕол€рность:ќбратна€ [- +]√абариты: 260x175x220√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-efb-s95-75r-760a-260x172x220.html
јккумул€тор BOST PREMIUM 190 euro (69032);11250руб.;9850руб.;≈мкость: 190 јчѕусковой ток: 1150 јѕол€рность:ќбратна€ [+ -]√абариты: 513x223x217√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-69032-190-euro-1150a-514x223x215.html
јккумул€тор BOST PREMIUM 190 рус (69033);11250руб.;9850руб.;≈мкость: 190 јчѕусковой ток: 1150 јѕол€рность:ѕр€ма€ [- +]√абариты: 513x223x217√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-bost-69033-190-rus-1150a-514x223x215.html
