Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор TAB POLAR S 75R;7350руб.;6750руб.;≈мкость: 75 јчѕусковой ток: 740 јѕол€рность:ќбратна€ [- +]√абариты: 260x175x220√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-s-75r-740a-260x175x220.html
јккумул€тор TAB POLAR S 75L;7350руб.;6750руб.;≈мкость: 75 јчѕусковой ток: 740 јѕол€рность:ѕр€ма€ [+ -]√абариты: 260x175x220√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-s-75l-740a-260x175x220.html
јккумул€тор TAB POLAR 75R;7550руб.;6950руб.;≈мкость: 75 јчѕусковой ток: 750 јѕол€рность:ќбратна€ [- +]√абариты: 278x175x190√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-75r-750a-278x175x190.html
јккумул€тор TAB EFB 60R;7950руб.;7450руб.;≈мкость: 60 јчѕусковой ток: 600 јѕол€рность:ќбратна€ [- +]√абариты: 230x168x220√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-efb-60r-600a-230x168x220.html
јккумул€тор TAB MAGIC 85R (низкий);8400руб.;7800руб.;≈мкость: 85 јчѕусковой ток: 800 јѕол€рность:ќбратна€ [- +]√абариты: 315x175x175√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-magic-85r-800a-315x175x175.html
јккумул€тор TAB EFB 70R;9400руб.;8900руб.;≈мкость: 70 јчѕусковой ток: 680 јѕол€рность:ќбратна€ [- +]√абариты: 278x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-efb-70r-680a-278x175x190.html
јккумул€тор TAB POLAR 100R;9700руб.;9000руб.;≈мкость: 100 јчѕусковой ток: 900 јѕол€рность:ќбратна€ [- +]√абариты: 353x175x190√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-100r-920a-353x175x190.html
јккумул€тор TAB MAGIC 100R;9900руб.;9200руб.;≈мкость: 100 јчѕусковой ток: 900 јѕол€рность:ќбратна€ [- +]√абариты: 353x175x190√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-magic-100r-900a-353x175x190.html
јккумул€тор TAB EFB 80R;10750руб.;10150руб.;≈мкость: 80 јчѕусковой ток: 760 јѕол€рность:ќбратна€ [- +]√абариты: 315x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-efb-80r-760a-315x175x190.html
јккумул€тор TAB AGM 60R;11300руб.;10800руб.;≈мкость: 60 јчѕусковой ток: 680 јѕол€рность:ќбратна€ [- +]√абариты: 242x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-agm-60r-680a-242x175x190.html
јккумул€тор TAB EFB 105L;11700руб.;11000руб.;≈мкость: 105 јчѕусковой ток: 900 јѕол€рность:ѕр€ма€ [+ -]√абариты: 303x173x225√аранти€: 48 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-efb-105l-900a-303x173x225.html
јккумул€тор TAB POLAR 135R евро;11850руб.;10850руб.;≈мкость: 135 јчѕусковой ток: 850 јѕол€рность:ќбратна€ [+ -]√абариты: 513x189x223√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-135r-850a-513h189h223.html
јккумул€тор TAB AGM 70R;12500руб.;12000руб.;≈мкость: 70 јчѕусковой ток: 760 јѕол€рность:ќбратна€ [- +]√абариты: 278x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-agm-70r-760a-278x175x190.html
јккумул€тор TAB AGM 80R;14350руб.;13750руб.;≈мкость: 80 јчѕусковой ток: 800 јѕол€рность:ќбратна€ [- +]√абариты: 315x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-agm-80r-800a-315x175x190.html
јккумул€тор TAB POLAR 190 euro;14500руб.;13100руб.;≈мкость: 190 јчѕусковой ток: 1200 јѕол€рность:ќбратна€ [+ -]√абариты: 507x224x194√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-190-euro-1200a-507x224x194.html
јккумул€тор TAB AGM 95R;16050руб.;15350руб.;≈мкость: 95 јчѕусковой ток: 850 јѕол€рность:ќбратна€ [- +]√абариты: 353x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-agm-95r-850a-353x175x190.html
јккумул€тор TAB AGM 105R;17750руб.;17050руб.;≈мкость: 105 јчѕусковой ток: 950 јѕол€рность:ќбратна€ [- +]√абариты: 394x175x190√аранти€: 24 мес€ца;https://akbmag.ru//catalog/akkumulator-tab-agm-105r-950a-394x175x190.html
јккумул€тор TAB POLAR TRUCK 225 euro;18150руб.;16450руб.;≈мкость: 225 јчѕусковой ток: 1300 јѕол€рность:ќбратна€ [+ -]√абариты: 518x273x240√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-tab-polar-truck-225-euro-1300a-518x273x214.html
